headline,sentiment_label,date,stock
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive,2019-01-18,NVDA
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,2019-01-22,AAPL
Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,2019-01-22,AAPL
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,2019-01-22,AAPL
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,2019-01-22,TSLA
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,neutral,2019-01-22,AAPL
"In Penttil+Æ 's vision , the most important reason for the transaction is Russia .",neutral,2019-01-23,NVDA
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,2019-01-23,NVDA
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,2019-01-24,AAPL
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,2019-01-25,NVDA
The electricity requirement of networks will grow with the new mobile generation .,neutral,2019-01-25,AAPL
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,2019-01-25,AAPL
Otherwise the situation is under control .,neutral,2019-01-28,TSLA
The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative,2019-01-28,NVDA
"At this growth rate , paying off the national debt will be extremely painful .",negative,2019-01-29,TSLA
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,2019-01-29,TSLA
Other details were not provided .,neutral,2019-01-30,AAPL
Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral,2019-01-30,AAPL
"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .",neutral,2019-01-30,TSLA
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,2019-01-31,AAPL
"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral,2019-02-01,TSLA
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,2019-02-01,TSLA
The value of the order is USD 2.2 mn .,neutral,2019-02-01,NVDA
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",neutral,2019-02-01,NVDA
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,2019-02-01,AAPL
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral,2019-02-01,AAPL
The company 's market share is continued to increase further .,positive,2019-02-01,NVDA
Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .,neutral,2019-02-04,TSLA
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",negative,2019-02-05,NVDA
"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis .",neutral,2019-02-06,TSLA
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral,2019-02-06,AAPL
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,2019-02-06,NVDA
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,neutral,2019-02-07,AAPL
"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .",neutral,2019-02-07,NVDA
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,2019-02-07,NVDA
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",neutral,2019-02-07,TSLA
"pct lower at 4,442.10 .",neutral,2019-02-07,TSLA
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,2019-02-07,AAPL
`` I warmly welcome Michael Frei to Outotec .,positive,2019-02-07,TSLA
Results are expected late in 2006 .,neutral,2019-02-11,TSLA
Elcoteq 's revenues in 2007 were approximately EUR 120 million .,neutral,2019-02-12,NVDA
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,2019-02-12,TSLA
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,2019-02-13,NVDA
These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,neutral,2019-02-14,AAPL
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",positive,2019-02-15,TSLA
"It s an area that is highly valued , because most of the land there has already been built on .",neutral,2019-02-15,NVDA
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , from where they will be delivered to VR for welding and assembly .",neutral,2019-02-18,TSLA
"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative,2019-02-18,TSLA
"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",neutral,2019-02-18,AAPL
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,2019-02-18,NVDA
"The sale will be finalized in September or October , the company said .",neutral,2019-02-18,NVDA
The company will use the assets for strengthening its balance sheet and financial position .,positive,2019-02-18,TSLA
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,2019-02-19,TSLA
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,2019-02-20,AAPL
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral,2019-02-22,TSLA
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",neutral,2019-02-25,NVDA
"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral,2019-02-25,AAPL
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative,2019-02-25,NVDA
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,2019-02-25,NVDA
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,2019-02-26,AAPL
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative,2019-02-26,NVDA
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",neutral,2019-02-26,TSLA
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,2019-02-26,AAPL
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,2019-02-27,NVDA
"However , the brokers ' ratings on the stock differ .",neutral,2019-02-27,TSLA
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,2019-02-27,TSLA
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral,2019-02-28,AAPL
The Board of Directors was authorized to decide on other terms of the share issue .,neutral,2019-03-01,NVDA
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,2019-03-01,TSLA
A spokeswoman for the Italian fashion house declined comment on the settlement .,neutral,2019-03-01,TSLA
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive,2019-03-01,AAPL
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,2019-03-04,TSLA
Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,positive,2019-03-04,TSLA
NetCom expects to complete Turbo 3G deployment in these areas this year .,neutral,2019-03-04,NVDA
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,2019-03-06,TSLA
Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,neutral,2019-03-07,AAPL
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,2019-03-07,NVDA
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,2019-03-07,TSLA
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,2019-03-08,NVDA
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,2019-03-08,NVDA
"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral,2019-03-08,NVDA
"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",neutral,2019-03-11,NVDA
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral,2019-03-12,TSLA
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,2019-03-12,NVDA
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral,2019-03-13,TSLA
The cooperation will double The Switch 's converter capacity .,positive,2019-03-13,TSLA
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral,2019-03-14,AAPL
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral,2019-03-14,NVDA
"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral,2019-03-14,AAPL
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",positive,2019-03-15,TSLA
"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral,2019-03-18,AAPL
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",neutral,2019-03-18,TSLA
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral,2019-03-18,NVDA
An Apple spokeswoman said the company declined to comment .,neutral,2019-03-19,NVDA
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",positive,2019-03-20,NVDA
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,2019-03-20,NVDA
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,2019-03-20,AAPL
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,2019-03-20,TSLA
Stora Enso will receive a 19.9 pct equity interest in the combined company .,neutral,2019-03-20,NVDA
It is now the leading private road ambulance service company in Finland .,positive,2019-03-20,NVDA
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 11,000 people .",neutral,2019-03-20,NVDA
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,2019-03-20,TSLA
Cargo volume increased by approximately 5 % .,positive,2019-03-21,TSLA
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral,2019-03-21,NVDA
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,2019-03-22,NVDA
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,2019-03-22,TSLA
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,2019-03-22,TSLA
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,2019-03-22,TSLA
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,2019-03-25,TSLA
Autotank Group is part of Aspo 's Systems Division .,neutral,2019-03-25,AAPL
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,2019-03-26,TSLA
6 October 2010 - Finnish paints and coatings company Tikkurila Oyj HEL : TIK1V announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral,2019-03-27,NVDA
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral,2019-03-27,AAPL
The value of the confirmed aircraft orders totals EUR 2bn .,neutral,2019-03-27,NVDA
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",neutral,2019-03-27,AAPL
Possible personnel reductions concern approximately 104 people .,negative,2019-03-28,NVDA
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,2019-03-28,TSLA
"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",positive,2019-03-28,TSLA
Yakima created the position for him after emerging from economic downturns of its own .,neutral,2019-03-28,NVDA
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,2019-03-29,AAPL
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,2019-04-01,TSLA
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,2019-04-01,AAPL
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral,2019-04-01,NVDA
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral,2019-04-02,AAPL
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,2019-04-02,TSLA
"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral,2019-04-03,NVDA
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,2019-04-03,TSLA
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,negative,2019-04-04,TSLA
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive,2019-04-04,NVDA
"Reporting in accordance with the merged business operations will start as of January 1 , 2011 .",neutral,2019-04-05,NVDA
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,2019-04-05,NVDA
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,2019-04-05,TSLA
Other details were not provided .,neutral,2019-04-05,TSLA
"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies .",positive,2019-04-05,NVDA
Deliveries will start in the second half of 2007 and the start-up of the mill is scheduled for 2008 .,neutral,2019-04-08,AAPL
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,2019-04-08,AAPL
"So far the company has awarded more than $ 350,000 worth of tools and materials .",neutral,2019-04-09,NVDA
"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",neutral,2019-04-11,TSLA
"We serve a broad range of customers , including construction and process industries , shipyards , the public sector and households .",neutral,2019-04-12,NVDA
"The six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",positive,2019-04-12,TSLA
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,2019-04-12,TSLA
The arrangements do not apply to the group 's units outside Finland .,neutral,2019-04-12,NVDA
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive,2019-04-15,AAPL
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive,2019-04-15,NVDA
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",neutral,2019-04-16,TSLA
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,2019-04-17,AAPL
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",positive,2019-04-17,AAPL
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,2019-04-17,NVDA
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive,2019-04-17,AAPL
"The payment date is March 25 , 2010 .",neutral,2019-04-18,AAPL
"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",neutral,2019-04-18,NVDA
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,2019-04-19,AAPL
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,2019-04-19,NVDA
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,2019-04-19,AAPL
"Thanks to his wide contact network and good knowledge of market and business environment , he will give a great contribution to the further development of our Indian operations '' , tells Incap 's President & CEO Juhani Hanninen .",positive,2019-04-22,AAPL
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,2019-04-23,AAPL
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",neutral,2019-04-23,AAPL
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive,2019-04-23,NVDA
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,2019-04-23,TSLA
Also the traditional grapevine carries a lot of weight .,neutral,2019-04-23,AAPL
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,2019-04-25,AAPL
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,2019-04-25,NVDA
The deal was worth about EUR 1.2 mn .,neutral,2019-04-25,AAPL
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral,2019-04-25,NVDA
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive,2019-04-25,NVDA
Cargo volume increased by approximately 5 % .,positive,2019-04-26,NVDA
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,2019-04-29,AAPL
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral,2019-04-29,TSLA
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,2019-04-29,TSLA
"However , the brokers ' ratings on the stock differ .",neutral,2019-04-29,AAPL
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,2019-04-29,AAPL
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral,2019-04-29,AAPL
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,2019-04-29,TSLA
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive,2019-04-30,TSLA
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,2019-05-01,AAPL
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,positive,2019-05-01,TSLA
Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,neutral,2019-05-01,TSLA
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",neutral,2019-05-01,TSLA
"ISMS does not disclose its financial results , the daily said .",neutral,2019-05-02,NVDA
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,2019-05-02,TSLA
The total value of the deal is USD 29mn .,neutral,2019-05-02,NVDA
No changes in media activity were seen in October compared with September .,neutral,2019-05-02,AAPL
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,2019-05-02,AAPL
"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive,2019-05-02,TSLA
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,2019-05-02,NVDA
The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .,neutral,2019-05-03,TSLA
No financial details were available .,neutral,2019-05-03,TSLA
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,2019-05-03,TSLA
"Previously , the company anticipated its operating profit to improve over the same period .",positive,2019-05-03,AAPL
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,neutral,2019-05-08,NVDA
"It s an area that is highly valued , because most of the land there has already been built on .",neutral,2019-05-09,AAPL
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative,2019-05-13,NVDA
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,2019-05-13,NVDA
"Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car .",neutral,2019-05-13,NVDA
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative,2019-05-13,TSLA
Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral,2019-05-14,AAPL
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,2019-05-14,NVDA
Scanfil expects net sales in 2008 to remain at the 2007 level .,neutral,2019-05-15,TSLA
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 .,neutral,2019-05-16,NVDA
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,2019-05-16,AAPL
"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive,2019-05-16,NVDA
"However , the brokers ' ratings on the stock differ .",neutral,2019-05-16,NVDA
"According to Finnish pension insurance company Varma , Varma was the recipient of over two thirds of the revenue of the earnings-related pension cover that was under competitive tendering in Finland .",positive,2019-05-17,TSLA
"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral,2019-05-17,TSLA
Why not give your bedroom a cool makeover for summer .,neutral,2019-05-17,NVDA
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,2019-05-20,TSLA
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,2019-05-20,TSLA
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,2019-05-22,TSLA
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",positive,2019-05-22,NVDA
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,2019-05-22,NVDA
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive,2019-05-22,TSLA
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral,2019-05-22,NVDA
It estimates the operating profit to further improve from the third quarter .,positive,2019-05-23,NVDA
Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,neutral,2019-05-23,NVDA
Yakima created the position for him after emerging from economic downturns of its own .,neutral,2019-05-24,TSLA
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",neutral,2019-05-24,NVDA
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,2019-05-24,AAPL
The company has exported into about twenty European countries as well as to Africa .,neutral,2019-05-24,NVDA
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive,2019-05-24,AAPL
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",neutral,2019-05-27,NVDA
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,2019-05-27,NVDA
The profit after taxes was EUR 57.7 11.1 million .,neutral,2019-05-28,AAPL
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive,2019-05-28,AAPL
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,2019-05-30,TSLA
"In banking , Sampo A was unchanged at 14.24 eur and Nordea rose 0.42 pct to 9.51 eur .",positive,2019-05-30,AAPL
Acquisitions have been made and businesses have been well integrated .,positive,2019-05-30,TSLA
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,neutral,2019-05-31,AAPL
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral,2019-05-31,NVDA
"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",neutral,2019-06-03,NVDA
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral,2019-06-03,TSLA
